data_pedido,tipo_produto,mes_do_ano,mes_do_ano_num,canal,regiao_destino,cliente_segmento,quantidade_kg,preco_unitario_brl_kg,nps_0a10,id_pedido
2025-11-14,Polpa congelada,Novembro,11,Varejo,Centro-Oeste,E-commerce,711.26,12.59,8.0,Polpa congelada_Novembro_499
2025-11-13,Polpa congelada,Novembro,11,Food Service,Sudeste,Confeitarias,667.32,11.02,,Polpa congelada_Novembro_500
2025-11-08,Polpa congelada,Novembro,11,Industria,Sul,Indústria de bebidas,367.46,8.36,8.0,Polpa congelada_Novembro_501
2025-11-10,Polpa congelada,Novembro,11,Varejo,Sudeste,Empórios,315.93,12.91,9.0,Polpa congelada_Novembro_502
2025-11-30,Polpa congelada,Novembro,11,Varejo,Sudeste,Supermercados,260.75,15.34,8.0,Polpa congelada_Novembro_503
2025-11-21,Polpa congelada,Novembro,11,Varejo,Sudeste,Loja natural,849.9,7.5,6.0,Polpa congelada_Novembro_504
2025-11-21,Polpa congelada,Novembro,11,Industria,Nordeste,Indústria de alimentos,811.05,13.07,7.0,Polpa congelada_Novembro_505
2025-11-21,Polpa congelada,Novembro,11,Food Service,Norte,Açaíterias,701.34,10.38,9.0,Polpa congelada_Novembro_506
2025-11-25,Polpa congelada,Novembro,11,Food Service,Sudeste,Açaíterias,208.31,9.18,6.0,Polpa congelada_Novembro_507
2025-11-06,Polpa congelada,Novembro,11,Industria,Sul,Indústria de laticínios,189.98,10.62,9.0,Polpa congelada_Novembro_508
2025-11-16,Polpa congelada,Novembro,11,Distribuidor,Sudeste,Central de compras,1070.55,10.14,9.0,Polpa congelada_Novembro_509
2025-11-04,Polpa congelada,Novembro,11,Exportacao,Exterior,Importador (EUA),594.86,8.05,9.0,Polpa congelada_Novembro_510
2025-11-24,Polpa congelada,Novembro,11,Industria,Sudeste,Indústria de alimentos,886.09,8.0,7.0,Polpa congelada_Novembro_511
2025-11-23,Polpa congelada,Novembro,11,Industria,Nordeste,Indústria de bebidas,896.77,7.97,7.0,Polpa congelada_Novembro_512
2025-11-11,Polpa congelada,Novembro,11,Food Service,Nordeste,Açaíterias,768.23,8.41,8.0,Polpa congelada_Novembro_513
2025-11-17,Polpa congelada,Novembro,11,Industria,Sudeste,Indústria de laticínios,141.72,9.59,9.0,Polpa congelada_Novembro_514
2025-11-02,Polpa congelada,Novembro,11,Food Service,Sul,Hotéis,709.99,10.71,7.0,Polpa congelada_Novembro_515
2025-11-26,Polpa congelada,Novembro,11,Food Service,Nordeste,Restaurantes,557.14,11.64,7.0,Polpa congelada_Novembro_516
2025-11-27,Polpa congelada,Novembro,11,Distribuidor,Nordeste,Distribuidor regional,127.39,7.68,9.0,Polpa congelada_Novembro_517
2025-11-08,Polpa congelada,Novembro,11,Food Service,Sudeste,,149.52,10.63,8.0,Polpa congelada_Novembro_518
2025-11-06,Polpa congelada,Novembro,11,Distribuidor,Nordeste,Atacadista,636.52,13.57,8.0,Polpa congelada_Novembro_519
2025-11-20,Polpa congelada,Novembro,11,Exportacao,Exterior,Trading,545.86,7.49,7.0,Polpa congelada_Novembro_520
2025-11-01,Polpa congelada,Novembro,11,Food Service,Sul,Confeitarias,418.6,12.73,9.0,Polpa congelada_Novembro_521
2025-11-02,Polpa congelada,Novembro,11,Varejo,Sul,Empórios,773.14,11.72,9.0,Polpa congelada_Novembro_522
2025-11-20,Polpa congelada,Novembro,11,Industria,Centro-Oeste,Indústria de alimentos,106.27,10.72,9.0,Polpa congelada_Novembro_523
2025-11-25,Polpa congelada,Novembro,11,Industria,Norte,Indústria de ingredientes,614.72,12.37,10.0,Polpa congelada_Novembro_524
2025-11-26,Manteiga de manga,Novembro,11,Industria,Centro-Oeste,Cosméticos,165.98,87.78,8.0,Manteiga de manga_Novembro_0
2025-11-22,Manteiga de manga,Novembro,11,Industria,Norte,Ingredientes,64.92,52.34,9.0,Manteiga de manga_Novembro_1
2025-11-22,Manteiga de manga,Novembro,11,Distribuidor,Norte,Farmacêutico,128.73,119.36,8.0,Manteiga de manga_Novembro_2
2025-11-06,Manteiga de manga,Novembro,11,Industria,Sudeste,Ingredientes,94.12,76.45,9.0,Manteiga de manga_Novembro_3
2025-11-26,Manteiga de manga,Novembro,11,Industria,Centro-Oeste,Farmacêutico,200.35,87.94,9.0,Manteiga de manga_Novembro_4
2025-11-08,Manteiga de manga,Novembro,11,Industria,Sudeste,Cosméticos,75.62,104.07,9.0,Manteiga de manga_Novembro_5
2025-11-22,Manteiga de manga,Novembro,11,Distribuidor,Sudeste,Cosméticos,107.46,82.2,10.0,Manteiga de manga_Novembro_6
2025-11-06,Manteiga de manga,Novembro,11,Industria,Sudeste,Perfumaria,114.94,48.21,8.0,Manteiga de manga_Novembro_7
2025-11-28,Manteiga de manga,Novembro,11,Distribuidor,Norte,Perfumaria,34.17,53.27,8.0,Manteiga de manga_Novembro_8
2025-11-07,Manteiga de manga,Novembro,11,Industria,Centro-Oeste,Cosméticos,82.42,119.71,7.0,Manteiga de manga_Novembro_9
2025-11-14,Manteiga de manga,Novembro,11,Industria,Sul,Farmacêutico,33.73,81.35,9.0,Manteiga de manga_Novembro_10
2025-11-08,Manteiga de manga,Novembro,11,Industria,Centro-Oeste,Farmacêutico,132.59,46.72,9.0,Manteiga de manga_Novembro_11
2025-11-23,Manteiga de manga,Novembro,11,Distribuidor,Nordeste,Perfumaria,136.46,109.77,6.0,Manteiga de manga_Novembro_12
2025-11-02,Manteiga de manga,Novembro,11,Industria,Norte,Perfumaria,162.89,53.81,8.0,Manteiga de manga_Novembro_13
2025-11-26,Manteiga de manga,Novembro,11,Industria,Sul,Farmacêutico,176.22,65.69,7.0,Manteiga de manga_Novembro_14
2025-11-19,Manteiga de manga,Novembro,11,Distribuidor,Sudeste,Sabonetes,88.84,58.22,7.0,Manteiga de manga_Novembro_15
2025-11-01,Manteiga de manga,Novembro,11,Industria,Norte,Farmacêutico,55.22,88.66,9.0,Manteiga de manga_Novembro_16
2025-11-30,Manteiga de manga,Novembro,11,Industria,Nordeste,Cosméticos,74.99,72.93,5.0,Manteiga de manga_Novembro_17
2025-11-26,Manteiga de manga,Novembro,11,Industria,Nordeste,Sabonetes,132.96,49.52,8.0,Manteiga de manga_Novembro_18
2025-11-07,Manteiga de manga,Novembro,11,Industria,Nordeste,Sabonetes,51.61,93.23,7.0,Manteiga de manga_Novembro_19
2025-11-22,Manteiga de manga,Novembro,11,Industria,Sul,Sabonetes,25.84,66.61,9.0,Manteiga de manga_Novembro_20
2025-11-06,Manteiga de manga,Novembro,11,Industria,Nordeste,Cosméticos,50.62,89.37,9.0,Manteiga de manga_Novembro_21
2025-11-01,Manteiga de manga,Novembro,11,Industria,Sudeste,Sabonetes,23.63,68.84,7.0,Manteiga de manga_Novembro_22
2025-11-27,Manteiga de manga,Novembro,11,Industria,Sudeste,Farmacêutico,80.0,56.65,9.0,Manteiga de manga_Novembro_23
2025-11-21,Manteiga de manga,Novembro,11,Industria,Sudeste,Perfumaria,14.99,90.18,10.0,Manteiga de manga_Novembro_24
2025-11-15,Manteiga de manga,Novembro,11,Industria,Sudeste,Perfumaria,51.83,106.19,7.0,Manteiga de manga_Novembro_25
2025-11-17,Manteiga de manga,Novembro,11,Distribuidor,Nordeste,Ingredientes,42.79,80.23,8.0,Manteiga de manga_Novembro_26
2025-11-23,Manteiga de manga,Novembro,11,Industria,Sudeste,Perfumaria,74.8,118.72,9.0,Manteiga de manga_Novembro_27
2025-11-22,Manteiga de manga,Novembro,11,Exportacao,Exterior,Ingredientes,179.3,110.67,8.0,Manteiga de manga_Novembro_28
2025-11-19,Manteiga de manga,Novembro,11,Distribuidor,Sudeste,Cosméticos,116.72,71.6,7.0,Manteiga de manga_Novembro_29
2025-11-29,Manteiga de manga,Novembro,11,Industria,Sul,Cosméticos,87.02,77.78,7.0,Manteiga de manga_Novembro_30
2025-11-25,Manteiga de manga,Novembro,11,Exportacao,Exterior,Farmacêutico,23.86,105.45,8.0,Manteiga de manga_Novembro_31
2025-11-06,Manteiga de manga,Novembro,11,Exportacao,Exterior,Perfumaria,46.38,133.73,9.0,Manteiga de manga_Novembro_32
2025-11-09,Manteiga de manga,Novembro,11,Exportacao,Exterior,Cosméticos,46.86,76.0,9.0,Manteiga de manga_Novembro_33
2025-11-22,Manteiga de manga,Novembro,11,Industria,Sudeste,Farmacêutico,175.17,104.77,10.0,Manteiga de manga_Novembro_34
2025-11-04,Manteiga de manga,Novembro,11,Exportacao,Exterior,Cosméticos,188.82,138.04,9.0,Manteiga de manga_Novembro_35
2025-11-05,Manteiga de manga,Novembro,11,Distribuidor,Nordeste,,108.38,92.95,7.0,Manteiga de manga_Novembro_36
2025-11-24,Manteiga de manga,Novembro,11,Industria,Sul,Farmacêutico,146.66,108.91,4.0,Manteiga de manga_Novembro_37
2025-11-22,Manteiga de manga,Novembro,11,Industria,Sudeste,Farmacêutico,158.52,72.18,8.0,Manteiga de manga_Novembro_38
2025-11-19,Manteiga de manga,Novembro,11,Industria,Nordeste,Cosméticos,38.05,88.44,9.0,Manteiga de manga_Novembro_39
2025-11-16,Manteiga de manga,Novembro,11,Industria,Nordeste,Ingredientes,106.71,57.47,8.0,Manteiga de manga_Novembro_40
2025-11-06,Manteiga de manga,Novembro,11,Distribuidor,Sudeste,Farmacêutico,41.46,86.23,10.0,Manteiga de manga_Novembro_41
2025-11-01,Manteiga de manga,Novembro,11,Industria,Sudeste,Sabonetes,144.37,45.34,7.0,Manteiga de manga_Novembro_42
2025-11-06,Manteiga de manga,Novembro,11,Industria,Sul,Perfumaria,33.16,66.74,5.0,Manteiga de manga_Novembro_43
2025-11-26,Manteiga de manga,Novembro,11,Industria,Nordeste,Perfumaria,12.28,97.31,9.0,Manteiga de manga_Novembro_44
2025-11-03,Manteiga de manga,Novembro,11,Industria,Sudeste,Perfumaria,190.28,57.17,8.0,Manteiga de manga_Novembro_45
2025-11-16,Manteiga de manga,Novembro,11,Industria,Nordeste,Perfumaria,59.52,52.75,9.0,Manteiga de manga_Novembro_46
2025-11-21,Manteiga de manga,Novembro,11,Industria,Nordeste,Cosméticos,138.26,102.64,8.0,Manteiga de manga_Novembro_47
2025-11-10,Manteiga de manga,Novembro,11,Exportacao,Exterior,Sabonetes,157.93,102.84,8.0,Manteiga de manga_Novembro_48
2025-11-03,Manteiga de manga,Novembro,11,Industria,Norte,Sabonetes,166.83,68.14,7.0,Manteiga de manga_Novembro_49
2025-11-27,Manteiga de manga,Novembro,11,Industria,Sudeste,Ingredientes,35.58,114.24,8.0,Manteiga de manga_Novembro_50
2025-11-27,Manteiga de manga,Novembro,11,Distribuidor,Norte,Perfumaria,75.01,119.77,8.0,Manteiga de manga_Novembro_51
2025-11-15,Manteiga de manga,Novembro,11,Industria,Nordeste,Cosméticos,178.17,62.82,8.0,Manteiga de manga_Novembro_52
2025-11-15,Manteiga de manga,Novembro,11,Industria,Sul,Farmacêutico,163.56,88.11,8.0,Manteiga de manga_Novembro_53
2025-11-20,Manteiga de manga,Novembro,11,Industria,Sudeste,Sabonetes,99.48,102.81,10.0,Manteiga de manga_Novembro_54
2025-11-10,Manteiga de manga,Novembro,11,Industria,Nordeste,Ingredientes,124.26,67.6,10.0,Manteiga de manga_Novembro_55
2025-11-09,Manteiga de manga,Novembro,11,Industria,Centro-Oeste,Perfumaria,49.46,93.0,8.0,Manteiga de manga_Novembro_56
2025-11-07,Manteiga de manga,Novembro,11,Industria,Nordeste,Cosméticos,151.06,104.46,10.0,Manteiga de manga_Novembro_57
2025-11-20,Manteiga de manga,Novembro,11,Industria,Sudeste,Ingredientes,83.77,66.17,9.0,Manteiga de manga_Novembro_58
2025-11-17,Manteiga de manga,Novembro,11,Industria,Sul,Cosméticos,67.6,81.92,8.0,Manteiga de manga_Novembro_59
2025-11-16,Manteiga de manga,Novembro,11,Distribuidor,Sul,Sabonetes,63.33,65.1,8.0,Manteiga de manga_Novembro_60
2025-11-25,Manteiga de manga,Novembro,11,Industria,Sul,Ingredientes,157.21,119.57,8.0,Manteiga de manga_Novembro_61
2025-11-16,Manteiga de manga,Novembro,11,Industria,Sudeste,,105.13,102.98,7.0,Manteiga de manga_Novembro_62
2025-11-28,Manteiga de manga,Novembro,11,Industria,Sudeste,Farmacêutico,116.38,117.86,6.0,Manteiga de manga_Novembro_63
2025-11-29,Manteiga de manga,Novembro,11,Industria,Nordeste,Cosméticos,23.43,65.35,7.0,Manteiga de manga_Novembro_64
2025-11-12,Manteiga de manga,Novembro,11,Industria,Centro-Oeste,,113.86,78.51,10.0,Manteiga de manga_Novembro_65
2025-11-05,Manteiga de manga,Novembro,11,Industria,Sudeste,Farmacêutico,33.59,75.99,7.0,Manteiga de manga_Novembro_66
2025-11-02,Manteiga de manga,Novembro,11,Industria,Sul,Ingredientes,48.5,78.72,8.0,Manteiga de manga_Novembro_67
2025-11-02,Manteiga de manga,Novembro,11,Distribuidor,Sudeste,Sabonetes,92.61,110.36,8.0,Manteiga de manga_Novembro_68
2025-11-28,Manteiga de manga,Novembro,11,Exportacao,Exterior,Perfumaria,181.8,112.13,8.0,Manteiga de manga_Novembro_69
2025-11-26,Manteiga de manga,Novembro,11,Distribuidor,Norte,Cosméticos,132.0,106.84,7.0,Manteiga de manga_Novembro_70
2025-11-01,Manteiga de manga,Novembro,11,Industria,Sul,Sabonetes,100.67,97.44,9.0,Manteiga de manga_Novembro_71
2025-11-12,Manteiga de manga,Novembro,11,Industria,Sul,Cosméticos,192.15,57.2,8.0,Manteiga de manga_Novembro_72
2025-11-15,Manteiga de manga,Novembro,11,Industria,Norte,Perfumaria,9.88,108.47,9.0,Manteiga de manga_Novembro_73
2025-11-26,Manteiga de manga,Novembro,11,Exportacao,Exterior,Cosméticos,89.21,56.66,6.0,Manteiga de manga_Novembro_74
2025-11-30,Manteiga de manga,Novembro,11,Industria,Centro-Oeste,Farmacêutico,90.17,79.3,8.0,Manteiga de manga_Novembro_75
2025-11-20,Manteiga de manga,Novembro,11,Industria,Nordeste,Perfumaria,22.68,112.11,9.0,Manteiga de manga_Novembro_76
2025-11-16,Manteiga de manga,Novembro,11,Distribuidor,Sul,Perfumaria,43.22,97.78,7.0,Manteiga de manga_Novembro_77
2025-11-28,Manteiga de manga,Novembro,11,Industria,Sudeste,Farmacêutico,129.37,113.66,9.0,Manteiga de manga_Novembro_78
2025-11-18,Manteiga de manga,Novembro,11,Industria,Nordeste,Sabonetes,133.82,109.84,10.0,Manteiga de manga_Novembro_79
2025-11-19,Manteiga de manga,Novembro,11,Distribuidor,Nordeste,Sabonetes,11.23,70.85,7.0,Manteiga de manga_Novembro_80
2025-11-02,Manteiga de manga,Novembro,11,Exportacao,Exterior,Farmacêutico,66.63,112.48,8.0,Manteiga de manga_Novembro_81
2025-11-11,Manteiga de manga,Novembro,11,Industria,Sudeste,Farmacêutico,141.13,107.76,10.0,Manteiga de manga_Novembro_82
2025-11-04,Manteiga de manga,Novembro,11,Industria,Nordeste,,193.21,95.67,10.0,Manteiga de manga_Novembro_83
2025-11-06,Manteiga de manga,Novembro,11,Industria,Sudeste,Ingredientes,151.08,97.21,10.0,Manteiga de manga_Novembro_84
2025-11-01,Manteiga de manga,Novembro,11,Industria,Sudeste,Cosméticos,29.79,81.24,9.0,Manteiga de manga_Novembro_85
2025-11-27,Manteiga de manga,Novembro,11,Industria,Sudeste,Cosméticos,29.0,105.21,7.0,Manteiga de manga_Novembro_86
2025-11-09,Manteiga de manga,Novembro,11,Exportacao,Exterior,Sabonetes,211.75,72.45,,Manteiga de manga_Novembro_87
2025-11-21,Manteiga de manga,Novembro,11,Industria,Nordeste,Farmacêutico,161.88,67.75,8.0,Manteiga de manga_Novembro_88
2025-11-01,Manteiga de manga,Novembro,11,Exportacao,Exterior,Cosméticos,194.55,112.12,9.0,Manteiga de manga_Novembro_89
2025-11-20,Manteiga de manga,Novembro,11,Exportacao,Exterior,Sabonetes,21.82,82.65,7.0,Manteiga de manga_Novembro_90
2025-11-26,Manteiga de manga,Novembro,11,Industria,Sul,Perfumaria,175.14,83.14,9.0,Manteiga de manga_Novembro_91
2025-11-11,Manteiga de manga,Novembro,11,Industria,Sudeste,Ingredientes,86.31,100.41,7.0,Manteiga de manga_Novembro_92
2025-11-10,Manteiga de manga,Novembro,11,Industria,Sudeste,Farmacêutico,30.34,89.89,7.0,Manteiga de manga_Novembro_93
2025-11-25,Manteiga de manga,Novembro,11,Distribuidor,Sul,Perfumaria,25.31,66.93,10.0,Manteiga de manga_Novembro_94
2025-11-05,Manteiga de manga,Novembro,11,Industria,Sudeste,Ingredientes,193.49,46.16,7.0,Manteiga de manga_Novembro_95
2025-11-05,Manteiga de manga,Novembro,11,Industria,Sudeste,Perfumaria,158.96,102.85,9.0,Manteiga de manga_Novembro_96
2025-11-17,Manteiga de manga,Novembro,11,Industria,Sudeste,Cosméticos,177.51,47.19,6.0,Manteiga de manga_Novembro_97
2025-11-27,Manteiga de manga,Novembro,11,Industria,Sul,Perfumaria,91.18,58.01,7.0,Manteiga de manga_Novembro_98
2025-11-17,Manteiga de manga,Novembro,11,Industria,Sudeste,Ingredientes,160.17,71.32,9.0,Manteiga de manga_Novembro_99
2025-11-11,Manteiga de manga,Novembro,11,Exportacao,Exterior,Ingredientes,29.6,94.66,7.0,Manteiga de manga_Novembro_100
2025-11-30,Manteiga de manga,Novembro,11,Industria,Centro-Oeste,Sabonetes,69.62,59.78,7.0,Manteiga de manga_Novembro_101
2025-11-18,Manteiga de manga,Novembro,11,Distribuidor,Centro-Oeste,Cosméticos,135.19,89.6,7.0,Manteiga de manga_Novembro_102
2025-11-06,Manteiga de manga,Novembro,11,Industria,Sul,Farmacêutico,77.94,78.18,6.0,Manteiga de manga_Novembro_103
2025-11-13,Manteiga de manga,Novembro,11,Industria,Sudeste,Ingredientes,41.83,97.08,6.0,Manteiga de manga_Novembro_104
2025-11-17,Manteiga de manga,Novembro,11,Industria,Sudeste,Ingredientes,147.35,57.4,8.0,Manteiga de manga_Novembro_105
2025-11-12,Manteiga de manga,Novembro,11,Distribuidor,Sul,Perfumaria,36.6,46.41,7.0,Manteiga de manga_Novembro_106
2025-11-29,Manteiga de manga,Novembro,11,Distribuidor,Sul,Sabonetes,119.09,56.78,8.0,Manteiga de manga_Novembro_107
2025-11-15,Manteiga de manga,Novembro,11,Exportacao,Exterior,Cosméticos,139.4,61.96,8.0,Manteiga de manga_Novembro_108
2025-11-01,Manteiga de manga,Novembro,11,Industria,Sul,Ingredientes,103.49,93.82,7.0,Manteiga de manga_Novembro_109
2025-11-21,Manteiga de manga,Novembro,11,Industria,Nordeste,Cosméticos,113.31,98.79,7.0,Manteiga de manga_Novembro_110
2025-11-09,Manteiga de manga,Novembro,11,Industria,Sul,Sabonetes,162.38,77.79,9.0,Manteiga de manga_Novembro_111
2025-11-13,Manteiga de manga,Novembro,11,Industria,Centro-Oeste,Sabonetes,124.58,70.48,9.0,Manteiga de manga_Novembro_112
2025-11-27,Manteiga de manga,Novembro,11,Industria,Centro-Oeste,Cosméticos,64.89,98.71,6.0,Manteiga de manga_Novembro_113
2025-11-08,Manteiga de manga,Novembro,11,Exportacao,Exterior,Ingredientes,56.7,123.11,6.0,Manteiga de manga_Novembro_114
2025-11-14,Manteiga de manga,Novembro,11,Industria,Sudeste,Ingredientes,180.04,115.89,6.0,Manteiga de manga_Novembro_115
2025-11-25,Manteiga de manga,Novembro,11,Exportacao,Exterior,Perfumaria,181.53,79.01,7.0,Manteiga de manga_Novembro_116
2025-11-19,Manteiga de manga,Novembro,11,Industria,Sul,Farmacêutico,71.09,47.81,9.0,Manteiga de manga_Novembro_117
2025-11-23,Manteiga de manga,Novembro,11,Distribuidor,Norte,Farmacêutico,137.75,56.37,8.0,Manteiga de manga_Novembro_118
2025-11-21,Manteiga de manga,Novembro,11,Exportacao,Exterior,Ingredientes,170.53,52.19,10.0,Manteiga de manga_Novembro_119
2025-11-18,Manteiga de manga,Novembro,11,Industria,Centro-Oeste,Ingredientes,63.93,56.67,8.0,Manteiga de manga_Novembro_120
2025-11-21,Manteiga de manga,Novembro,11,Industria,Sudeste,Cosméticos,196.69,119.64,10.0,Manteiga de manga_Novembro_121
2025-11-02,Manteiga de manga,Novembro,11,Industria,Centro-Oeste,Perfumaria,148.79,67.93,7.0,Manteiga de manga_Novembro_122
2025-11-18,Manteiga de manga,Novembro,11,Industria,Sudeste,Perfumaria,169.59,102.64,8.0,Manteiga de manga_Novembro_123
2025-11-29,Manteiga de manga,Novembro,11,Industria,Sudeste,Cosméticos,163.97,71.72,8.0,Manteiga de manga_Novembro_124
2025-11-13,Manteiga de manga,Novembro,11,Industria,Nordeste,Sabonetes,189.44,65.71,9.0,Manteiga de manga_Novembro_125
2025-11-19,Manteiga de manga,Novembro,11,Industria,Norte,Cosméticos,174.5,65.32,7.0,Manteiga de manga_Novembro_126
2025-11-06,Manteiga de manga,Novembro,11,Industria,Sudeste,Ingredientes,91.35,85.01,8.0,Manteiga de manga_Novembro_127
2025-11-27,Manteiga de manga,Novembro,11,Distribuidor,Centro-Oeste,Perfumaria,41.03,83.45,8.0,Manteiga de manga_Novembro_128
2025-11-02,Manteiga de manga,Novembro,11,Distribuidor,Sudeste,Sabonetes,101.16,93.44,8.0,Manteiga de manga_Novembro_129
2025-11-18,Manteiga de manga,Novembro,11,Industria,Sudeste,Sabonetes,18.88,84.25,7.0,Manteiga de manga_Novembro_130
2025-11-18,Manteiga de manga,Novembro,11,Industria,Sudeste,Farmacêutico,99.7,103.12,8.0,Manteiga de manga_Novembro_131
2025-11-02,Manteiga de manga,Novembro,11,Exportacao,Exterior,Cosméticos,106.43,50.48,7.0,Manteiga de manga_Novembro_132
2025-11-26,Manteiga de manga,Novembro,11,Industria,Sul,Perfumaria,49.25,67.99,6.0,Manteiga de manga_Novembro_133
2025-11-09,Manteiga de manga,Novembro,11,Distribuidor,Sul,Farmacêutico,45.06,78.81,10.0,Manteiga de manga_Novembro_134
2025-11-21,Manteiga de manga,Novembro,11,Industria,Norte,Sabonetes,69.02,96.34,8.0,Manteiga de manga_Novembro_135
2025-11-25,Manteiga de manga,Novembro,11,Distribuidor,Sudeste,Ingredientes,57.45,99.32,7.0,Manteiga de manga_Novembro_136
2025-11-20,Manteiga de manga,Novembro,11,Industria,Sul,Sabonetes,25.27,57.23,10.0,Manteiga de manga_Novembro_137
2025-11-21,Manteiga de manga,Novembro,11,Industria,Sudeste,Sabonetes,19.78,48.16,10.0,Manteiga de manga_Novembro_138
2025-11-03,Manteiga de manga,Novembro,11,Industria,Centro-Oeste,Farmacêutico,67.33,110.71,8.0,Manteiga de manga_Novembro_139
2025-11-05,Manteiga de manga,Novembro,11,Exportacao,Exterior,Perfumaria,187.99,112.53,10.0,Manteiga de manga_Novembro_140
2025-11-25,Manteiga de manga,Novembro,11,Industria,Sudeste,Farmacêutico,75.67,111.87,8.0,Manteiga de manga_Novembro_141
2025-11-17,Manteiga de manga,Novembro,11,Industria,Nordeste,Farmacêutico,110.61,65.37,6.0,Manteiga de manga_Novembro_142
2025-11-13,Manteiga de manga,Novembro,11,Industria,Sudeste,Cosméticos,151.28,68.73,7.0,Manteiga de manga_Novembro_143
2025-11-03,Manteiga de manga,Novembro,11,Industria,Sudeste,Ingredientes,198.17,65.23,6.0,Manteiga de manga_Novembro_144
2025-11-27,Manteiga de manga,Novembro,11,Exportacao,Exterior,Sabonetes,78.88,142.67,9.0,Manteiga de manga_Novembro_145
2025-11-22,Manteiga de manga,Novembro,11,Industria,Sudeste,Sabonetes,190.74,66.63,9.0,Manteiga de manga_Novembro_146
2025-11-11,Manteiga de manga,Novembro,11,Distribuidor,Sul,Cosméticos,101.66,86.17,8.0,Manteiga de manga_Novembro_147
2025-11-30,Manteiga de manga,Novembro,11,Industria,Sudeste,Cosméticos,199.78,119.6,7.0,Manteiga de manga_Novembro_148
2025-11-20,Manteiga de manga,Novembro,11,Distribuidor,Sul,,28.69,78.15,7.0,Manteiga de manga_Novembro_149
2025-11-13,Manteiga de manga,Novembro,11,Industria,Sudeste,Ingredientes,15.63,93.72,7.0,Manteiga de manga_Novembro_150
2025-11-26,Manteiga de manga,Novembro,11,Industria,Sudeste,Sabonetes,127.88,96.06,7.0,Manteiga de manga_Novembro_151
2025-11-07,Manteiga de manga,Novembro,11,Industria,Nordeste,Sabonetes,64.24,64.23,9.0,Manteiga de manga_Novembro_152
2025-11-06,Manteiga de manga,Novembro,11,Exportacao,Exterior,Ingredientes,25.38,135.49,9.0,Manteiga de manga_Novembro_153
2025-11-08,Manteiga de manga,Novembro,11,Industria,Norte,Perfumaria,192.17,108.08,9.0,Manteiga de manga_Novembro_154
2025-11-02,Manteiga de manga,Novembro,11,Industria,Sul,Farmacêutico,137.25,56.14,7.0,Manteiga de manga_Novembro_155
2025-11-26,Manteiga de manga,Novembro,11,Industria,Nordeste,Cosméticos,75.88,85.34,,Manteiga de manga_Novembro_156
2025-11-10,Manteiga de manga,Novembro,11,Distribuidor,Sul,Perfumaria,95.96,63.69,8.0,Manteiga de manga_Novembro_157
2025-11-03,Manteiga de manga,Novembro,11,Exportacao,Exterior,Cosméticos,26.98,64.59,7.0,Manteiga de manga_Novembro_158
2025-11-21,Manteiga de manga,Novembro,11,Industria,Norte,Perfumaria,173.12,113.21,8.0,Manteiga de manga_Novembro_159
2025-11-30,Manteiga de manga,Novembro,11,Industria,Sudeste,Farmacêutico,64.18,113.44,9.0,Manteiga de manga_Novembro_160
2025-11-21,Manteiga de manga,Novembro,11,Industria,Sul,Cosméticos,13.05,110.73,8.0,Manteiga de manga_Novembro_161
2025-11-12,Manteiga de manga,Novembro,11,Industria,Sul,Farmacêutico,18.24,70.9,9.0,Manteiga de manga_Novembro_162
2025-11-27,Manteiga de manga,Novembro,11,Industria,Sudeste,Perfumaria,60.75,93.22,8.0,Manteiga de manga_Novembro_163
2025-11-08,Manteiga de manga,Novembro,11,Industria,Nordeste,Perfumaria,38.35,73.98,6.0,Manteiga de manga_Novembro_164
2025-11-14,Manteiga de manga,Novembro,11,Industria,Norte,Perfumaria,16.96,76.53,8.0,Manteiga de manga_Novembro_165
2025-11-07,Manteiga de manga,Novembro,11,Industria,Nordeste,Cosméticos,114.01,88.55,7.0,Manteiga de manga_Novembro_166
2025-11-13,Manteiga de manga,Novembro,11,Distribuidor,Sudeste,Ingredientes,136.15,114.81,9.0,Manteiga de manga_Novembro_167
2025-11-11,Manteiga de manga,Novembro,11,Distribuidor,Norte,Farmacêutico,128.29,91.39,10.0,Manteiga de manga_Novembro_168
2025-11-28,Manteiga de manga,Novembro,11,Industria,Sudeste,Sabonetes,113.31,64.62,7.0,Manteiga de manga_Novembro_169
2025-11-03,Manteiga de manga,Novembro,11,Industria,Nordeste,Sabonetes,130.69,55.07,8.0,Manteiga de manga_Novembro_170
2025-11-13,Manteiga de manga,Novembro,11,Industria,Sudeste,Sabonetes,87.29,69.98,8.0,Manteiga de manga_Novembro_171
2025-11-27,Manteiga de manga,Novembro,11,Distribuidor,Nordeste,,117.08,117.34,9.0,Manteiga de manga_Novembro_172
2025-11-26,Manteiga de manga,Novembro,11,Industria,Nordeste,Cosméticos,79.13,76.47,6.0,Manteiga de manga_Novembro_173
2025-11-13,Manteiga de manga,Novembro,11,Industria,Sudeste,Cosméticos,68.1,96.22,8.0,Manteiga de manga_Novembro_174
2025-11-13,Manteiga de manga,Novembro,11,Industria,Sudeste,Sabonetes,58.11,96.7,9.0,Manteiga de manga_Novembro_175
2025-11-18,Manteiga de manga,Novembro,11,Distribuidor,Sul,Cosméticos,53.43,89.18,7.0,Manteiga de manga_Novembro_176
2025-11-17,Manteiga de manga,Novembro,11,Industria,Norte,Ingredientes,86.02,81.58,7.0,Manteiga de manga_Novembro_177
