teor_umidade_pct,indice_acidez_mgKOH_g,ponto_fusao_c,indice_oxidacao_1a10,certificacao_exigida,id_pedido
0.64,4.6,30.75,5.0,ISO-HACCP,Manteiga de manga_Novembro_98
0.45,4.9,34.8,8.0,ISO-HACCP,Manteiga de manga_Novembro_99
0.52,4.94,34.62,6.0,Internacional,Manteiga de manga_Novembro_100
0.73,4.38,37.91,9.0,ISO-HACCP,Manteiga de manga_Novembro_101
0.91,4.03,29.75,7.0,ANVISA,Manteiga de manga_Novembro_102
0.69,2.51,32.36,8.0,Internacional,Manteiga de manga_Novembro_103
0.58,4.18,29.73,8.0,Nenhuma,Manteiga de manga_Novembro_104
0.62,4.57,36.34,8.0,ANVISA,Manteiga de manga_Novembro_105
0.84,4.35,31.14,6.0,ANVISA,Manteiga de manga_Novembro_106
0.2,4.69,32.01,7.0,Internacional,Manteiga de manga_Novembro_107
0.81,4.63,31.32,6.0,Internacional,Manteiga de manga_Novembro_108
0.51,6.15,32.72,9.0,Internacional,Manteiga de manga_Novembro_109
0.78,3.74,30.71,9.0,Internacional,Manteiga de manga_Novembro_110
0.61,2.22,34.08,8.0,Nenhuma,Manteiga de manga_Novembro_111
0.83,2.2,34.52,10.0,Nenhuma,Manteiga de manga_Novembro_112
0.35,6.15,32.34,8.0,ISO-HACCP,Manteiga de manga_Novembro_113
0.18,3.6,34.81,6.0,Internacional,Manteiga de manga_Novembro_114
0.4,2.3,30.11,6.0,ANVISA,Manteiga de manga_Novembro_115
1.12,2.47,34.43,9.0,Internacional,Manteiga de manga_Novembro_116
0.75,4.62,33.99,8.0,Internacional,Manteiga de manga_Novembro_117
0.75,4.74,31.75,9.0,ISO-HACCP,Manteiga de manga_Novembro_118
0.71,4.92,32.25,9.0,Internacional,Manteiga de manga_Novembro_119
0.42,6.15,36.08,7.0,ISO-HACCP,Manteiga de manga_Novembro_120
0.51,1.91,37.14,8.0,ISO-HACCP,Manteiga de manga_Novembro_121
0.84,4.48,35.2,10.0,ANVISA,Manteiga de manga_Novembro_122
0.96,1.49,32.77,9.0,ISO-HACCP,Manteiga de manga_Novembro_123
0.64,4.97,31.38,8.0,ANVISA,Manteiga de manga_Novembro_124
0.98,4.12,32.94,8.0,ISO-HACCP,Manteiga de manga_Novembro_125
0.83,3.47,33.92,8.0,ANVISA,Manteiga de manga_Novembro_126
0.45,4.15,32.29,7.0,ANVISA,Manteiga de manga_Novembro_127
0.49,7.31,32.45,10.0,Internacional,Manteiga de manga_Novembro_128
0.54,4.63,31.77,8.0,ANVISA,Manteiga de manga_Novembro_129
0.32,1.0,30.76,8.0,ANVISA,Manteiga de manga_Novembro_130
0.67,3.86,32.2,8.0,Internacional,Manteiga de manga_Novembro_131
0.74,5.35,34.0,10.0,ANVISA,Manteiga de manga_Novembro_132
0.5,5.27,31.99,9.0,Internacional,Manteiga de manga_Novembro_133
0.53,4.98,32.16,9.0,ANVISA,Manteiga de manga_Novembro_134
0.13,2.01,31.1,8.0,Internacional,Manteiga de manga_Novembro_135
0.65,5.02,40.0,6.0,ANVISA,Manteiga de manga_Novembro_136
0.88,5.44,33.47,8.0,ISO-HACCP,Manteiga de manga_Novembro_137
0.27,3.39,32.13,6.0,Internacional,Manteiga de manga_Novembro_138
0.49,4.64,31.82,7.0,ISO-HACCP,Manteiga de manga_Novembro_139
0.54,5.62,34.93,7.0,ANVISA,Manteiga de manga_Novembro_140
0.63,4.7,31.16,7.0,ANVISA,Manteiga de manga_Novembro_141
0.95,3.73,37.02,7.0,ANVISA,Manteiga de manga_Novembro_142
0.73,4.38,33.27,9.0,ANVISA,Manteiga de manga_Novembro_143
0.16,3.66,33.08,8.0,Internacional,Manteiga de manga_Novembro_144
0.54,4.74,35.76,5.0,Internacional,Manteiga de manga_Novembro_145
0.59,5.87,32.93,9.0,ANVISA,Manteiga de manga_Novembro_146
0.95,4.82,33.84,8.0,ANVISA,Manteiga de manga_Novembro_147
0.7,5.02,35.53,9.0,ISO-HACCP,Manteiga de manga_Novembro_148
0.7,5.14,29.96,7.826709526592636,ANVISA,Manteiga de manga_Novembro_149
0.49,4.1,36.0,6.0,ANVISA,Manteiga de manga_Novembro_150
0.34,3.47,31.22,9.0,ANVISA,Manteiga de manga_Novembro_151
0.48,2.88,28.0,7.0,Nenhuma,Manteiga de manga_Novembro_152
0.94,3.39,31.87,7.0,Internacional,Manteiga de manga_Novembro_153
0.68,6.06,34.08,7.0,ANVISA,Manteiga de manga_Novembro_154
0.37,4.45,30.9,8.0,ANVISA,Manteiga de manga_Novembro_155
0.4,4.02,33.62,9.0,ISO-HACCP,Manteiga de manga_Novembro_156
0.64,3.38,34.14,7.0,ANVISA,Manteiga de manga_Novembro_157
0.27,5.07,30.14,9.0,ANVISA,Manteiga de manga_Novembro_158
0.77,4.15,33.81,7.0,,Manteiga de manga_Novembro_159
0.44,6.13,32.12,8.0,ISO-HACCP,Manteiga de manga_Novembro_160
0.64,3.99,34.44,7.826709526592636,Internacional,Manteiga de manga_Novembro_161
0.48,3.26,32.46,7.0,ANVISA,Manteiga de manga_Novembro_162
0.85,7.52,31.0,9.0,ISO-HACCP,Manteiga de manga_Novembro_163
0.8,5.49,33.25,7.0,Nenhuma,Manteiga de manga_Novembro_164
0.64,4.38,30.17,8.0,ISO-HACCP,Manteiga de manga_Novembro_165
0.84,5.02,31.28,6.0,ISO-HACCP,Manteiga de manga_Novembro_166
0.55,3.99,31.62,6.0,ANVISA,Manteiga de manga_Novembro_167
0.68,2.97,33.02,7.826709526592636,Internacional,Manteiga de manga_Novembro_168
0.22,3.36,31.12,6.0,ISO-HACCP,Manteiga de manga_Novembro_169
0.92,6.6,33.43,8.0,Internacional,Manteiga de manga_Novembro_170
0.86,6.0,32.89,7.0,ISO-HACCP,Manteiga de manga_Novembro_171
0.73,2.58,33.07,6.0,Internacional,Manteiga de manga_Novembro_172
0.41,2.25,31.54,8.0,ISO-HACCP,Manteiga de manga_Novembro_173
0.32,4.05,33.4,6.0,ISO-HACCP,Manteiga de manga_Novembro_174
0.74,2.49,30.21,8.0,ISO-HACCP,Manteiga de manga_Novembro_175
0.74,3.25,33.92,7.0,Nenhuma,Manteiga de manga_Novembro_176
0.66,3.54,32.44,8.0,Nenhuma,Manteiga de manga_Novembro_177
0.81,6.11,31.06,8.0,ANVISA,Manteiga de manga_Novembro_178
0.74,1.0,32.16,7.0,ANVISA,Manteiga de manga_Novembro_179
0.72,8.17,31.39,7.0,ANVISA,Manteiga de manga_Novembro_180
0.45,4.55,36.63,7.0,ANVISA,Manteiga de manga_Novembro_181
0.76,6.23,29.79,7.0,Internacional,Manteiga de manga_Novembro_182
0.57,1.1,34.14,7.0,ISO-HACCP,Manteiga de manga_Novembro_183
1.08,5.69,37.35,10.0,ISO-HACCP,Manteiga de manga_Novembro_184
0.9,2.76,32.6,7.0,Nenhuma,Manteiga de manga_Novembro_185
0.74,1.69,31.51,9.0,ISO-HACCP,Manteiga de manga_Novembro_186
1.07,3.4,33.83,10.0,ISO-HACCP,Manteiga de manga_Novembro_187
0.64,3.3,35.52,6.0,Internacional,Manteiga de manga_Novembro_188
0.74,4.55,33.26,10.0,Nenhuma,Manteiga de manga_Novembro_189
0.72,1.14,34.52,8.0,ANVISA,Manteiga de manga_Novembro_190
0.54,3.2,31.68,8.0,Nenhuma,Manteiga de manga_Novembro_191
0.81,2.39,32.61,10.0,Nenhuma,Manteiga de manga_Novembro_192
0.44,3.8,30.59,8.0,ISO-HACCP,Manteiga de manga_Novembro_193
1.04,2.51,34.48,9.0,Nenhuma,Manteiga de manga_Novembro_194
0.88,3.97,35.62,8.0,ANVISA,Manteiga de manga_Novembro_195
0.17,5.58,34.8,6.0,ANVISA,Manteiga de manga_Novembro_196
0.56,7.25,34.79,9.0,,Manteiga de manga_Novembro_197
0.52,1.0,33.99,9.0,Internacional,Manteiga de manga_Novembro_198
0.78,3.12,34.21,7.0,ANVISA,Manteiga de manga_Novembro_199
0.48,5.13,32.31,8.0,Internacional,Manteiga de manga_Novembro_200
0.51,3.79,32.06,6.0,ISO-HACCP,Manteiga de manga_Novembro_201
0.24,5.95,32.77,5.0,ISO-HACCP,Manteiga de manga_Novembro_202
0.66,1.72,32.38,7.0,ANVISA,Manteiga de manga_Novembro_203
0.76,5.66,34.23,8.0,ANVISA,Manteiga de manga_Novembro_204
0.25,7.32,33.36,7.0,ISO-HACCP,Manteiga de manga_Novembro_205
0.83,3.88,32.75,10.0,ANVISA,Manteiga de manga_Novembro_206
0.1,5.57,34.58,9.0,ISO-HACCP,Manteiga de manga_Novembro_207
0.63,6.31,30.39,9.0,Internacional,Manteiga de manga_Novembro_208
0.38,5.44,32.57,6.0,Internacional,Manteiga de manga_Novembro_209
0.42,4.4,29.44,7.0,Internacional,Manteiga de manga_Novembro_210
0.6,2.87,36.5,9.0,ANVISA,Manteiga de manga_Novembro_211
0.69,1.45,33.45,10.0,Nenhuma,Manteiga de manga_Novembro_212
1.16,5.39,29.97,9.0,ISO-HACCP,Manteiga de manga_Novembro_213
0.65,2.4,33.5,8.0,ISO-HACCP,Manteiga de manga_Novembro_214
0.77,2.82,30.33,7.0,Nenhuma,Manteiga de manga_Novembro_215
0.91,6.61,32.01,9.0,ANVISA,Manteiga de manga_Novembro_216
0.32,3.25,35.32,9.0,Internacional,Manteiga de manga_Novembro_217
0.46,4.67,30.24,7.826709526592636,,Manteiga de manga_Novembro_218
0.9,4.36,30.11,8.0,ISO-HACCP,Manteiga de manga_Novembro_219
0.36,7.09,32.43,8.0,ANVISA,Manteiga de manga_Novembro_220
0.93,4.46,31.31,7.0,Internacional,Manteiga de manga_Novembro_221
0.17,3.27,34.0,8.0,Internacional,Manteiga de manga_Novembro_222
0.97,1.84,33.42,9.0,Internacional,Manteiga de manga_Novembro_223
0.62,1.74,33.88,7.826709526592636,Internacional,Manteiga de manga_Novembro_224
0.21,2.28,32.11,7.0,Internacional,Manteiga de manga_Novembro_225
0.7,3.4,34.45,7.826709526592636,ANVISA,Manteiga de manga_Novembro_226
0.4,3.49,31.58,6.0,ISO-HACCP,Manteiga de manga_Novembro_227
0.58,5.43,33.17,7.0,ANVISA,Manteiga de manga_Novembro_228
0.79,4.23,32.45,9.0,Internacional,Manteiga de manga_Novembro_229
0.5,6.7,33.18,8.0,Internacional,Manteiga de manga_Novembro_230
0.75,6.09,37.06,9.0,ANVISA,Manteiga de manga_Novembro_231
0.75,3.2,34.88,7.0,ISO-HACCP,Manteiga de manga_Novembro_232
0.16,7.15,34.24,8.0,ISO-HACCP,Manteiga de manga_Novembro_233
0.95,4.49,33.94,6.0,ANVISA,Manteiga de manga_Novembro_234
0.83,2.89,35.25,9.0,Nenhuma,Manteiga de manga_Novembro_235
0.83,1.83,38.14,8.0,ANVISA,Manteiga de manga_Novembro_236
0.68,6.64,32.65,7.0,ANVISA,Manteiga de manga_Novembro_237
0.48,4.23,30.85,7.0,Internacional,Manteiga de manga_Novembro_238
0.79,5.17,31.61,6.0,ANVISA,Manteiga de manga_Novembro_239
0.95,3.98,31.72,7.0,ISO-HACCP,Manteiga de manga_Novembro_240
0.44,4.39,33.45,8.0,Internacional,Manteiga de manga_Novembro_241
1.15,3.45,36.94,8.0,Internacional,Manteiga de manga_Novembro_242
0.91,4.35,35.55,8.0,ISO-HACCP,Manteiga de manga_Novembro_243
0.58,4.88,32.99,9.0,ANVISA,Manteiga de manga_Novembro_244
0.41,6.08,32.64,8.0,ANVISA,Manteiga de manga_Novembro_245
0.65,6.06,30.34,7.0,Internacional,Manteiga de manga_Novembro_246
0.14,2.86,33.99,6.0,Internacional,Manteiga de manga_Novembro_247
0.67,5.4,32.39,8.0,Internacional,Manteiga de manga_Novembro_248
0.44,4.78,32.26,8.0,ISO-HACCP,Manteiga de manga_Novembro_249
0.48,4.82,33.47,7.0,ANVISA,Manteiga de manga_Novembro_250
0.64,2.62,30.38,8.0,Internacional,Manteiga de manga_Novembro_251
0.65,5.84,36.14,7.0,ISO-HACCP,Manteiga de manga_Novembro_252
0.87,2.77,35.52,9.0,Internacional,Manteiga de manga_Novembro_253
1.02,3.93,31.92,8.0,ISO-HACCP,Manteiga de manga_Novembro_254
0.85,6.28,34.35,7.0,Internacional,Manteiga de manga_Novembro_255
0.91,6.8,35.0,7.0,Internacional,Manteiga de manga_Novembro_256
0.5,2.09,34.38,8.0,ANVISA,Manteiga de manga_Novembro_257
0.51,3.42,32.66,9.0,Nenhuma,Manteiga de manga_Novembro_258
0.49,3.14,33.82,8.0,ISO-HACCP,Manteiga de manga_Novembro_259
0.99,7.74,36.22,10.0,,Manteiga de manga_Novembro_260
0.67,4.43,35.91,6.0,ANVISA,Manteiga de manga_Novembro_261
0.47,1.68,31.58,10.0,ISO-HACCP,Manteiga de manga_Novembro_262
0.74,5.29,38.02,6.0,ISO-HACCP,Manteiga de manga_Novembro_263
0.7,1.67,34.27,8.0,ANVISA,Manteiga de manga_Novembro_264
0.37,5.07,33.58,9.0,Nenhuma,Manteiga de manga_Novembro_265
0.54,3.85,30.81,10.0,Internacional,Manteiga de manga_Novembro_266
0.47,5.41,32.95,9.0,Nenhuma,Manteiga de manga_Novembro_267
0.87,5.33,35.33,8.0,Internacional,Manteiga de manga_Novembro_268
0.73,4.62,35.77,8.0,ISO-HACCP,Manteiga de manga_Novembro_269
0.89,3.29,29.82,8.0,ISO-HACCP,Manteiga de manga_Novembro_270
0.57,5.73,36.28,8.0,ISO-HACCP,Manteiga de manga_Novembro_271
0.81,5.52,28.0,7.0,Internacional,Manteiga de manga_Novembro_272
0.85,6.33,30.22,9.0,Internacional,Manteiga de manga_Novembro_273
1.06,2.37,31.27,8.0,ISO-HACCP,Manteiga de manga_Novembro_274
0.76,1.5,33.75,9.0,Internacional,Manteiga de manga_Novembro_275
0.81,1.83,31.35,9.0,Internacional,Manteiga de manga_Novembro_276
0.7,4.61,32.31,10.0,ISO-HACCP,Manteiga de manga_Novembro_277
0.47,2.13,31.55,5.0,ISO-HACCP,Manteiga de manga_Novembro_278
0.69,6.17,33.32,6.0,ISO-HACCP,Manteiga de manga_Novembro_279
0.57,5.11,33.34,7.0,Internacional,Manteiga de manga_Novembro_280
0.3,5.46,33.1,8.0,ISO-HACCP,Manteiga de manga_Novembro_281
0.75,8.07,34.85,8.0,Internacional,Manteiga de manga_Novembro_282
0.64,4.75,33.03,9.0,ISO-HACCP,Manteiga de manga_Novembro_283
0.53,6.0,33.3,6.0,ISO-HACCP,Manteiga de manga_Novembro_284
0.62,5.44,34.17,8.0,ANVISA,Manteiga de manga_Novembro_285
0.56,3.19,32.22,7.0,ISO-HACCP,Manteiga de manga_Novembro_286
0.93,4.35,32.81,9.0,ISO-HACCP,Manteiga de manga_Novembro_287
0.1,6.78,34.31,8.0,ISO-HACCP,Manteiga de manga_Novembro_288
0.64,3.87,36.72,7.0,ISO-HACCP,Manteiga de manga_Novembro_289
0.48,4.61,29.79,9.0,ISO-HACCP,Manteiga de manga_Novembro_290
0.89,3.62,34.23,8.0,ISO-HACCP,Manteiga de manga_Novembro_291
0.8,3.93,35.65,9.0,ANVISA,Manteiga de manga_Novembro_292
0.64,1.52,29.41,4.0,ANVISA,Manteiga de manga_Novembro_293
0.6,2.54,29.12,6.0,ANVISA,Manteiga de manga_Novembro_294
0.35,6.27,34.31,8.0,Internacional,Manteiga de manga_Novembro_295
0.32,5.86,28.86,7.0,Internacional,Manteiga de manga_Novembro_296
0.9,5.54,35.91,8.0,ANVISA,Manteiga de manga_Novembro_297
1.01,4.73,30.9,9.0,Internacional,Manteiga de manga_Novembro_298
0.17,3.71,34.12,7.0,ANVISA,Manteiga de manga_Novembro_299
0.73,6.97,32.26,8.0,Internacional,Manteiga de manga_Novembro_300
0.79,5.98,32.11,6.0,Internacional,Manteiga de manga_Novembro_301
1.11,5.73,35.0,10.0,Internacional,Manteiga de manga_Novembro_302
0.78,2.21,32.24,9.0,ISO-HACCP,Manteiga de manga_Novembro_303
0.52,6.3,32.4,6.0,ISO-HACCP,Manteiga de manga_Novembro_304
0.65,6.02,29.87,6.0,ANVISA,Manteiga de manga_Novembro_305
0.68,5.55,34.5,8.0,Nenhuma,Manteiga de manga_Novembro_306
1.27,5.9,35.94,8.0,ANVISA,Manteiga de manga_Novembro_307
0.2,4.1,31.58,10.0,ANVISA,Manteiga de manga_Novembro_308
0.43,4.11,31.12,8.0,ANVISA,Manteiga de manga_Novembro_309
0.5,3.76,28.55,10.0,Internacional,Manteiga de manga_Novembro_310
0.51,3.41,32.96,6.0,ISO-HACCP,Manteiga de manga_Novembro_311
0.5,2.92,33.89,8.0,ANVISA,Manteiga de manga_Novembro_312
0.47,1.0,35.3,5.0,ANVISA,Manteiga de manga_Novembro_313
0.54,2.98,34.49,7.0,ISO-HACCP,Manteiga de manga_Novembro_314
0.51,6.31,32.17,9.0,ANVISA,Manteiga de manga_Novembro_315
0.64,2.68,34.15,7.0,ANVISA,Manteiga de manga_Novembro_316
0.5,5.93,37.88,7.0,ANVISA,Manteiga de manga_Novembro_317
0.85,6.45,32.92,10.0,Internacional,Manteiga de manga_Novembro_318
0.69,3.18,32.68,7.0,Internacional,Manteiga de manga_Novembro_319
0.54,3.08,40.0,8.0,ANVISA,Manteiga de manga_Novembro_320
0.5,4.8,40.0,6.0,ISO-HACCP,Manteiga de manga_Novembro_321
0.11,4.99,36.77,7.0,ISO-HACCP,Manteiga de manga_Novembro_322
0.34,1.92,33.91,7.0,ISO-HACCP,Manteiga de manga_Novembro_323
0.34,3.66,30.26,6.0,ISO-HACCP,Manteiga de manga_Novembro_324
0.57,4.7,33.41,8.0,ANVISA,Manteiga de manga_Novembro_325
0.8,5.9,32.86,8.0,ISO-HACCP,Manteiga de manga_Novembro_326
0.61,1.38,31.42,8.0,Internacional,Manteiga de manga_Novembro_327
0.86,5.35,33.75,9.0,Internacional,Manteiga de manga_Novembro_328
0.68,5.91,30.85,8.0,ISO-HACCP,Manteiga de manga_Novembro_329
0.51,7.07,31.82,9.0,ISO-HACCP,Manteiga de manga_Novembro_330
0.52,2.98,32.98,7.0,ISO-HACCP,Manteiga de manga_Novembro_331
0.29,1.2,32.38,6.0,ANVISA,Manteiga de manga_Novembro_332
0.68,1.57,31.75,8.0,ISO-HACCP,Manteiga de manga_Novembro_333
0.61,4.4,32.43,8.0,Internacional,Manteiga de manga_Novembro_334
0.85,2.99,32.06,9.0,Internacional,Manteiga de manga_Novembro_335
0.38,5.71,33.53,9.0,Internacional,Manteiga de manga_Novembro_336
0.56,6.14,37.71,6.0,Internacional,Manteiga de manga_Novembro_337
0.18,2.0,34.23,7.826709526592636,ISO-HACCP,Manteiga de manga_Novembro_338
0.64,4.41,31.7,7.0,ISO-HACCP,Manteiga de manga_Novembro_339
0.64,5.06,30.12,8.0,Internacional,Manteiga de manga_Novembro_340
0.75,4.35,33.14,7.0,ANVISA,Manteiga de manga_Novembro_341
0.63,1.0,32.41,10.0,ANVISA,Manteiga de manga_Novembro_342
0.44,1.0,31.88,7.0,ISO-HACCP,Manteiga de manga_Novembro_343
0.46,2.95,34.12,6.0,ISO-HACCP,Manteiga de manga_Novembro_344
0.71,4.62,29.62,8.0,ANVISA,Manteiga de manga_Novembro_345
0.43,5.17,34.89,9.0,,Manteiga de manga_Novembro_346
0.82,5.61,35.18,8.0,Nenhuma,Manteiga de manga_Novembro_347
0.74,3.49,34.23,7.0,Nenhuma,Manteiga de manga_Novembro_348
0.31,4.18,32.56,7.0,Internacional,Manteiga de manga_Novembro_349
0.26,3.95,37.22,7.826709526592636,ISO-HACCP,Manteiga de manga_Novembro_350
0.63,4.63,32.26,7.0,Internacional,Manteiga de manga_Novembro_351
0.48,4.08,34.94,9.0,Internacional,Manteiga de manga_Novembro_352
0.75,3.46,32.06,7.826709526592636,Internacional,Manteiga de manga_Novembro_353
0.46,6.38,35.62,8.0,ISO-HACCP,Manteiga de manga_Novembro_354
0.79,4.12,33.21,8.0,ANVISA,Manteiga de manga_Novembro_355
0.5,6.83,33.71,7.0,Internacional,Manteiga de manga_Novembro_356
0.77,2.67,29.48,7.0,ISO-HACCP,Manteiga de manga_Novembro_357
0.75,5.08,30.52,8.0,ISO-HACCP,Manteiga de manga_Novembro_358
0.5,5.3,29.6,6.0,Internacional,Manteiga de manga_Novembro_359
0.68,3.82,34.12,10.0,Internacional,Manteiga de manga_Novembro_360
0.68,3.06,28.0,6.0,ANVISA,Manteiga de manga_Novembro_361
0.87,2.97,32.59,9.0,Internacional,Manteiga de manga_Novembro_362
0.46,1.94,33.83,8.0,ISO-HACCP,Manteiga de manga_Novembro_363
0.82,7.05,34.29,9.0,Internacional,Manteiga de manga_Novembro_364
0.51,2.54,31.99,8.0,Internacional,Manteiga de manga_Novembro_365
0.73,6.35,33.88,7.0,Internacional,Manteiga de manga_Novembro_366
0.64,5.57,32.78,7.0,Nenhuma,Manteiga de manga_Novembro_367
0.76,1.0,35.19,7.0,ANVISA,Manteiga de manga_Novembro_368
0.36,3.79,30.37,6.0,Internacional,Manteiga de manga_Novembro_369
0.72,4.13,30.09,10.0,ANVISA,Manteiga de manga_Novembro_370
0.25,6.65,35.57,7.0,Nenhuma,Manteiga de manga_Novembro_371
0.51,6.81,29.53,7.0,ISO-HACCP,Manteiga de manga_Novembro_372
1.14,4.69,34.89,9.0,Internacional,Manteiga de manga_Novembro_373
0.59,5.5,29.54,7.0,Internacional,Manteiga de manga_Novembro_374
0.61,3.41,28.41,8.0,ANVISA,Manteiga de manga_Novembro_375
0.62,5.86,31.55,7.0,ANVISA,Manteiga de manga_Novembro_376
0.77,6.17,32.03,10.0,Nenhuma,Manteiga de manga_Novembro_377
0.61,3.43,31.03,7.0,ANVISA,Manteiga de manga_Novembro_378
0.62,2.35,33.78,8.0,Nenhuma,Manteiga de manga_Novembro_379
0.75,3.87,34.32,9.0,ISO-HACCP,Manteiga de manga_Novembro_380
0.41,6.08,33.21,9.0,ISO-HACCP,Manteiga de manga_Novembro_381
0.71,3.97,34.53,9.0,ANVISA,Manteiga de manga_Novembro_382
0.47,4.58,33.79,7.0,Internacional,Manteiga de manga_Novembro_383
0.8,3.7,31.06,8.0,ISO-HACCP,Manteiga de manga_Novembro_384
0.97,3.76,35.56,10.0,ANVISA,Manteiga de manga_Novembro_385
0.23,3.97,31.8,5.0,ISO-HACCP,Manteiga de manga_Novembro_386
0.7,4.32,31.83,8.0,ISO-HACCP,Manteiga de manga_Novembro_387
0.55,6.46,32.44,7.0,Internacional,Manteiga de manga_Novembro_388
0.44,5.21,33.2,6.0,ANVISA,Manteiga de manga_Novembro_389
0.72,4.94,33.43,8.0,ISO-HACCP,Manteiga de manga_Novembro_390
0.4,6.97,34.65,10.0,ISO-HACCP,Manteiga de manga_Novembro_391
0.7,4.9,35.71,7.0,ISO-HACCP,Manteiga de manga_Novembro_392
0.65,3.23,35.41,7.0,ISO-HACCP,Manteiga de manga_Novembro_393
0.85,3.49,34.43,7.0,ISO-HACCP,Manteiga de manga_Novembro_394
1.03,4.17,35.93,6.0,ANVISA,Manteiga de manga_Novembro_395
0.45,4.27,29.46,9.0,Internacional,Manteiga de manga_Novembro_396
0.68,4.05,33.86,7.0,ANVISA,Manteiga de manga_Novembro_397
0.41,4.94,31.16,7.826709526592636,ANVISA,Manteiga de manga_Novembro_398
0.79,4.64,34.38,7.0,ISO-HACCP,Manteiga de manga_Novembro_399
0.36,4.72,34.8,7.0,ISO-HACCP,Manteiga de manga_Novembro_400
0.86,1.1,30.78,8.0,ANVISA,Manteiga de manga_Novembro_401
0.89,3.37,31.81,8.0,ISO-HACCP,Manteiga de manga_Novembro_402
0.33,2.52,30.94,9.0,ANVISA,Manteiga de manga_Novembro_403
0.71,1.05,31.71,9.0,ISO-HACCP,Manteiga de manga_Novembro_404
0.91,5.23,37.13,10.0,Nenhuma,Manteiga de manga_Novembro_405
0.42,3.08,33.33,8.0,ISO-HACCP,Manteiga de manga_Novembro_406
0.84,1.5,34.3,10.0,ISO-HACCP,Manteiga de manga_Novembro_407
0.17,1.0,35.5,9.0,ISO-HACCP,Manteiga de manga_Novembro_408
0.64,8.88,32.21,8.0,Internacional,Manteiga de manga_Novembro_409
0.32,5.51,29.17,7.0,Internacional,Manteiga de manga_Novembro_410
0.46,4.73,35.66,10.0,ISO-HACCP,Manteiga de manga_Novembro_411
0.77,1.73,33.76,9.0,ANVISA,Manteiga de manga_Novembro_412
0.14,5.43,34.52,8.0,ISO-HACCP,Manteiga de manga_Novembro_413
0.53,1.91,33.66,9.0,Internacional,Manteiga de manga_Novembro_414
0.49,3.25,32.23,6.0,Internacional,Manteiga de manga_Novembro_415
0.58,3.93,32.78,7.0,ANVISA,Manteiga de manga_Novembro_416
0.59,5.11,32.64,10.0,ANVISA,Manteiga de manga_Novembro_417
0.23,3.62,33.92,6.0,ANVISA,Manteiga de manga_Novembro_418
0.28,5.44,28.77,7.0,ISO-HACCP,Manteiga de manga_Novembro_419
0.67,3.2,32.07,6.0,ANVISA,Manteiga de manga_Novembro_420
0.72,3.12,33.74,9.0,,Manteiga de manga_Novembro_421
0.47,6.95,31.59,6.0,ANVISA,Manteiga de manga_Novembro_422
0.25,1.56,30.98,7.0,Internacional,Manteiga de manga_Novembro_423
0.18,4.6,28.12,9.0,ANVISA,Manteiga de manga_Novembro_424
0.52,4.11,36.04,7.0,ISO-HACCP,Manteiga de manga_Novembro_425
0.49,3.4,36.39,6.0,ANVISA,Manteiga de manga_Novembro_426
0.77,4.65,30.42,7.0,ANVISA,Manteiga de manga_Novembro_427
0.67,3.89,28.93,9.0,ANVISA,Manteiga de manga_Novembro_428
0.16,3.2,32.67,9.0,ISO-HACCP,Manteiga de manga_Novembro_429
1.07,3.14,37.61,8.0,ISO-HACCP,Manteiga de manga_Novembro_430
0.31,5.0,35.98,8.0,Internacional,Manteiga de manga_Novembro_431
0.53,2.28,30.87,8.0,Nenhuma,Manteiga de manga_Novembro_432
0.8,3.37,32.75,8.0,Internacional,Manteiga de manga_Novembro_433
0.75,3.66,31.71,6.0,Internacional,Manteiga de manga_Novembro_434
0.63,4.64,29.81,8.0,ANVISA,Manteiga de manga_Novembro_435
0.67,8.87,33.75,7.0,ISO-HACCP,Manteiga de manga_Novembro_436
0.43,5.16,33.42,7.0,ANVISA,Manteiga de manga_Novembro_437
0.97,1.49,31.86,9.0,ANVISA,Manteiga de manga_Novembro_438
0.47,4.24,30.75,7.0,Internacional,Manteiga de manga_Novembro_439
0.26,5.26,31.09,7.0,ANVISA,Manteiga de manga_Novembro_440
0.28,5.67,31.08,9.0,ANVISA,Manteiga de manga_Novembro_441
0.22,2.9,31.53,6.0,Internacional,Manteiga de manga_Novembro_442
0.35,4.15,34.99,7.0,,Manteiga de manga_Novembro_443
0.46,2.96,30.25,8.0,ISO-HACCP,Manteiga de manga_Novembro_444
0.4,3.98,35.75,7.0,Nenhuma,Manteiga de manga_Novembro_445
0.21,6.03,30.04,8.0,ANVISA,Manteiga de manga_Novembro_446
0.63,3.96,35.99,7.0,Internacional,Manteiga de manga_Novembro_447
0.38,4.44,35.16,8.0,Internacional,Manteiga de manga_Novembro_448
0.43,4.26,31.08,7.0,Internacional,Manteiga de manga_Novembro_449
0.78,4.64,33.93,8.0,Nenhuma,Manteiga de manga_Novembro_450
0.67,5.26,29.94,7.0,ISO-HACCP,Manteiga de manga_Novembro_451
0.7,5.3,30.66,7.0,Nenhuma,Manteiga de manga_Novembro_452
0.86,3.2,33.13,8.0,Internacional,Manteiga de manga_Novembro_453
0.51,3.94,28.0,7.0,ISO-HACCP,Manteiga de manga_Novembro_454
0.33,5.32,35.26,9.0,Internacional,Manteiga de manga_Novembro_455
0.6,2.72,35.62,5.0,Internacional,Manteiga de manga_Novembro_456
